user,date,content
"{'username': 'BrienKConvery', 'id': 492496769, 'displayname': '🅑🅚🅒™ He/Him/His 🇺🇸🇨🇦🏳️\u200d🌈', 'description': 'Purpose-Driven People Leader|Belonging Champion|Talent Officer|Consultant|Student Experience Maker|Podcaster anchor.fm/coffeewithconv…', 'rawDescription': 'Purpose-Driven People Leader|Belonging Champion|Talent Officer|Consultant|Student Experience Maker|Podcaster https://t.co/PhKV4fy7tq', 'descriptionUrls': [{'text': 'anchor.fm/coffeewithconv…', 'url': 'https://anchor.fm/coffeewithconvery', 'tcourl': 'https://t.co/PhKV4fy7tq', 'indices': (109, 132)}], 'verified': False, 'created': datetime.datetime(2012, 2, 14, 19, 55, 35, tzinfo=datetime.timezone.utc), 'followersCount': 1776, 'friendsCount': 4992, 'statusesCount': 13855, 'favouritesCount': 10335, 'listedCount': 63, 'mediaCount': 5925, 'location': 'Toronto | Cabbagetown', 'protected': False, 'linkUrl': 'https://ca.linkedin.com/in/brienkconvery', 'linkTcourl': 'https://t.co/L1mGQ0gyGG', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1410539320130351110/ibZm4ap-_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/492496769/1634007991', 'label': None}",2019,"On Monday, @McDonaldsCanada introduced the P.L.T., which stand for plant-based meat, lettuce and tomato, in #Canada 🇨🇦 who’s up for a run to Micky Ds? https://t.co/pkWZI8MBQC"
"{'username': 'ECIGattorney', 'id': 2218512020, 'displayname': 'Azim Chowdhury', 'description': 'Azim Chowdhury, Esq. Tweets, retweets & likes are my OWN and not legal advice or endorsements, and may contain attorney advertising.', 'rawDescription': 'Azim Chowdhury, Esq. Tweets, retweets & likes are my OWN and not legal advice or endorsements, and may contain attorney advertising.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2013, 11, 27, 22, 17, 43, tzinfo=datetime.timezone.utc), 'followersCount': 4994, 'friendsCount': 3010, 'statusesCount': 3344, 'favouritesCount': 5568, 'listedCount': 55, 'mediaCount': 167, 'location': 'Email ecigattorney@khlaw.com', 'protected': False, 'linkUrl': 'http://www.thecontinuumofrisk.com', 'linkTcourl': 'https://t.co/C4bMFgBjJY', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/864562500250984448/KK7Gzbtd_normal.jpg', 'profileBannerUrl': None, 'label': None}",2019,"@patriciakova @Nestle I think the idea behind these plant-based “meat” products is less to do with creating a “healthier” option vs. actual meat, and more to do with lessening the environmental impact of meat production https://t.co/y3pdxxU3FO"
"{'username': 'canaryandfox', 'id': 823762834798628864, 'displayname': 'Canary & Fox - Sustainable Grocery and Gift Store', 'description': 'Where healthy meets happy!  \n\nSustainable Grocery, Gift and Lifestyle Store in Toronto’s West End \n\nZERO WASTE + REFILL + BULK + ORGANICS  \n\n 🛒  Shop now 🛍', 'rawDescription': 'Where healthy meets happy!  \n\nSustainable Grocery, Gift and Lifestyle Store in Toronto’s West End \n\nZERO WASTE + REFILL + BULK + ORGANICS  \n\n 🛒  Shop now 🛍', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 1, 24, 5, 22, 19, tzinfo=datetime.timezone.utc), 'followersCount': 143, 'friendsCount': 143, 'statusesCount': 757, 'favouritesCount': 96, 'listedCount': 4, 'mediaCount': 52, 'location': 'Toronto, Ontario', 'protected': False, 'linkUrl': 'https://canaryandfox.com', 'linkTcourl': 'https://t.co/YdsWHMAAV2', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1323723822202294280/lgezVAer_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/823762834798628864/1604435374', 'label': None}",2019,"It took some time and now we have stock of Beyond Burgers from Beyond Meat. If your diet is moving to a plant based one, try the fabulous Beyond Burger. Priced right.
.
.
#babypoint #thejunction #bloorwestvillage… https://t.co/3iGsq2d6h7"
"{'username': 'zenZaPizzeria', 'id': 3098019613, 'displayname': 'zenZaPizzeria', 'description': '14in. thin whwht crusts. You will have a totally different approach to pizza. \nM&T- Closed for private parties\nW&T:12-2 & 5-10\nF:12-2 & 5-10p\nSat 5-11a\nSun 5-8p', 'rawDescription': '14in. thin whwht crusts. You will have a totally different approach to pizza. \nM&T- Closed for private parties\nW&T:12-2 & 5-10\nF:12-2 & 5-10p\nSat 5-11a\nSun 5-8p', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2015, 3, 19, 13, 57, 13, tzinfo=datetime.timezone.utc), 'followersCount': 503, 'friendsCount': 524, 'statusesCount': 1925, 'favouritesCount': 791, 'listedCount': 7, 'mediaCount': 263, 'location': '71 king street, london ontario', 'protected': False, 'linkUrl': 'http://www.zenZaPizzeria.ca', 'linkTcourl': 'https://t.co/OZJlwtjJcZ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/942819558792065024/TtQR8zb8_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3098019613/1474513850', 'label': None}",2019,"Open night Music night. Wednesday October 2nd at 8pm.  
.
#openmic #musicnight
#519foodie #519lactosefree
#519pizza #519ldn #LDNont
.
We are a plant-based pizzeria with meat options.
.
Tuesdays 11am to… https://t.co/7BvOnBemGL"
"{'username': 'NickM_WTUZ', 'id': 566647034, 'displayname': 'Nick McWilliams', 'description': 'News @999FMWTUZ and sports @BIG_ZSports ~ @OSUatRivals, @LanternSports, @IndiansOnScout ~ Ace farmhand ~ @madsmcw_ is my agent and wife', 'rawDescription': 'News @999FMWTUZ and sports @BIG_ZSports ~ @OSUatRivals, @LanternSports, @IndiansOnScout ~ Ace farmhand ~ @madsmcw_ is my agent and wife', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 4, 29, 20, 26, 56, tzinfo=datetime.timezone.utc), 'followersCount': 596, 'friendsCount': 438, 'statusesCount': 11287, 'favouritesCount': 2547, 'listedCount': 9, 'mediaCount': 933, 'location': 'Tuscarawas County', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1393747453153792002/tkt2Wh39_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/566647034/1624025974', 'label': None}",2019,"If your plant-based burger tastes like the beef version, is that a sign of the quality of your meat or the quality of your veggies?"
"{'username': 'zenZaPizzeria', 'id': 3098019613, 'displayname': 'zenZaPizzeria', 'description': '14in. thin whwht crusts. You will have a totally different approach to pizza. \nM&T- Closed for private parties\nW&T:12-2 & 5-10\nF:12-2 & 5-10p\nSat 5-11a\nSun 5-8p', 'rawDescription': '14in. thin whwht crusts. You will have a totally different approach to pizza. \nM&T- Closed for private parties\nW&T:12-2 & 5-10\nF:12-2 & 5-10p\nSat 5-11a\nSun 5-8p', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2015, 3, 19, 13, 57, 13, tzinfo=datetime.timezone.utc), 'followersCount': 503, 'friendsCount': 524, 'statusesCount': 1925, 'favouritesCount': 791, 'listedCount': 7, 'mediaCount': 263, 'location': '71 king street, london ontario', 'protected': False, 'linkUrl': 'http://www.zenZaPizzeria.ca', 'linkTcourl': 'https://t.co/OZJlwtjJcZ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/942819558792065024/TtQR8zb8_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3098019613/1474513850', 'label': None}",2019,"Ahhh the swirl off the BBQ sauce.
.
#worldpeacethroughpizza 
We are a plant-based pizzeria with meat options...you know, for your spouse or friend that hasn't converted yet.  

Tuesdays 11am to 3pm
Wednesdays 11-3pm… https://t.co/k0F2WYEFu6"
"{'username': 'Mysong_Mystory', 'id': 424569806, 'displayname': 'V I B E C R E A T R 🎙🎼🖤🥃♎️', 'description': 'CHECK OUT MY NEW SINGLE        “ISSA VIBE” OUT EVERYWHERE ON ALL STREAMING PLATFORMS..LINK BELOW ⬇️', 'rawDescription': 'CHECK OUT MY NEW SINGLE        “ISSA VIBE” OUT EVERYWHERE ON ALL STREAMING PLATFORMS..LINK BELOW ⬇️', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 11, 29, 22, 57, 39, tzinfo=datetime.timezone.utc), 'followersCount': 1341, 'friendsCount': 1133, 'statusesCount': 48408, 'favouritesCount': 19644, 'listedCount': 7, 'mediaCount': 3433, 'location': 'DMV📍', 'protected': False, 'linkUrl': 'https://music.apple.com/us/album/issa-vibe/1579478065?i=1579478329', 'linkTcourl': 'https://t.co/xyF3kM8W6V', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1423005649349271556/iRZuBkXo_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/424569806/1609949079', 'label': None}",2019,My mom hooked on the beyond burgers now ayeee!! She already doesn’t eat meat but she had nvr had the beyond burger til I ordered her one...ayyyeee!! Yup my family Plant based...this ain’t new for us frfr
"{'username': 'kthomsen24', 'id': 18239708, 'displayname': 'Kyle Thomsen', 'description': ""The day I stop learning is the day I've truly died."", 'rawDescription': ""The day I stop learning is the day I've truly died."", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2008, 12, 19, 11, 3, 50, tzinfo=datetime.timezone.utc), 'followersCount': 72, 'friendsCount': 357, 'statusesCount': 3904, 'favouritesCount': 76, 'listedCount': 2, 'mediaCount': 348, 'location': 'Arlington, VA', 'protected': False, 'linkUrl': 'https://orcid.org/0000-0002-4152-4033', 'linkTcourl': 'https://t.co/0SQ2RTr722', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1336416534915395589/7ykk9jry_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/18239708/1413223332', 'label': None}",2019,"Having now tried both Impossible Foods' and Beyond Meat's plant-based burgers, I'm somehow even more impressed by Impossible. I'd expected genetic engineering to produce the higher-quality product, but experimental confirmation of my sentiment is still intriguing."
"{'username': 'kait_lin85', 'id': 964586251197202432, 'displayname': 'Kait', 'description': 'Passionate about higher education, traveling, photography, & well-being. Baseball & hockey fan. Literature lover. Coffee drinker. @WesternU & @NipissingU grad.', 'rawDescription': 'Passionate about higher education, traveling, photography, & well-being. Baseball & hockey fan. Literature lover. Coffee drinker. @WesternU & @NipissingU grad.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2018, 2, 16, 19, 44, 18, tzinfo=datetime.timezone.utc), 'followersCount': 96, 'friendsCount': 293, 'statusesCount': 1359, 'favouritesCount': 1643, 'listedCount': 1, 'mediaCount': 460, 'location': 'London, Ontario', 'protected': False, 'linkUrl': 'https://kaitdownunder.tumblr.com', 'linkTcourl': 'https://t.co/7JxIHhswIO', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1447317208951046146/EZcPYEXl_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/964586251197202432/1572210826', 'label': None}",2019,"I think I just found my Halloween costume: plant based beyond meat burger 🍔 Yeah, it’s a real thing..."
"{'username': 'zenZaPizzeria', 'id': 3098019613, 'displayname': 'zenZaPizzeria', 'description': '14in. thin whwht crusts. You will have a totally different approach to pizza. \nM&T- Closed for private parties\nW&T:12-2 & 5-10\nF:12-2 & 5-10p\nSat 5-11a\nSun 5-8p', 'rawDescription': '14in. thin whwht crusts. You will have a totally different approach to pizza. \nM&T- Closed for private parties\nW&T:12-2 & 5-10\nF:12-2 & 5-10p\nSat 5-11a\nSun 5-8p', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2015, 3, 19, 13, 57, 13, tzinfo=datetime.timezone.utc), 'followersCount': 503, 'friendsCount': 524, 'statusesCount': 1925, 'favouritesCount': 791, 'listedCount': 7, 'mediaCount': 263, 'location': '71 king street, london ontario', 'protected': False, 'linkUrl': 'http://www.zenZaPizzeria.ca', 'linkTcourl': 'https://t.co/OZJlwtjJcZ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/942819558792065024/TtQR8zb8_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3098019613/1474513850', 'label': None}",2019,"In case you didn't know...We are not a typical pizzeria.  Ask...you never know.  Our menu is a guide.
.
We are a plant-based pizzeria with meat options.
.
Tuesdays 11am to 3pm
Wednesdays 11-3pm &amp; 5-9pm
Thursdays… https://t.co/s8x0VCXZkI"
"{'username': 'ideakid88', 'id': 111657122, 'displayname': 'Wayne Hendry', 'description': 'I am a storyteller first, communications engineer second. I love helping SMBs grow, marketing, techno & cycling/running long distances!', 'rawDescription': 'I am a storyteller first, communications engineer second. I love helping SMBs grow, marketing, techno & cycling/running long distances!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2010, 2, 5, 18, 13, 14, tzinfo=datetime.timezone.utc), 'followersCount': 5556, 'friendsCount': 5508, 'statusesCount': 34386, 'favouritesCount': 11610, 'listedCount': 553, 'mediaCount': 4583, 'location': 'Toronto, Ontario', 'protected': False, 'linkUrl': 'http://www.roiwork.com', 'linkTcourl': 'https://t.co/HctBVkl2D7', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1891875452/Me_and_Mandela_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/111657122/1617902483', 'label': None}",2019,Marketing lessons from the plant based meat trenches:  https://t.co/MfZKw2Ucme #GrowthHacking #Marketing
"{'username': 'TheBrewHead', 'id': 934546105, 'displayname': 'broken ear', 'description': ""I'm Adam! #OntarioCraftBeer Supporter & will not beg but feel free to send me beer. Cochlear Implant Borg. Cannabis Supporter. VHS Lover. Butcher by trade."", 'rawDescription': ""I'm Adam! #OntarioCraftBeer Supporter & will not beg but feel free to send me beer. Cochlear Implant Borg. Cannabis Supporter. VHS Lover. Butcher by trade."", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 11, 8, 13, 43, 46, tzinfo=datetime.timezone.utc), 'followersCount': 2593, 'friendsCount': 2281, 'statusesCount': 16327, 'favouritesCount': 21539, 'listedCount': 63, 'mediaCount': 1550, 'location': 'Fergus, Ontario, Canada', 'protected': False, 'linkUrl': 'http://OntarioCraftBeer.Wordpress.com', 'linkTcourl': 'https://t.co/nLeO8ZL5ma', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1399465371816636421/6i2AVwBy_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/934546105/1610333451', 'label': None}",2019,"@DrunkPolkaroo We went out of meat, so we gave you plant based."
"{'username': 'zenZaPizzeria', 'id': 3098019613, 'displayname': 'zenZaPizzeria', 'description': '14in. thin whwht crusts. You will have a totally different approach to pizza. \nM&T- Closed for private parties\nW&T:12-2 & 5-10\nF:12-2 & 5-10p\nSat 5-11a\nSun 5-8p', 'rawDescription': '14in. thin whwht crusts. You will have a totally different approach to pizza. \nM&T- Closed for private parties\nW&T:12-2 & 5-10\nF:12-2 & 5-10p\nSat 5-11a\nSun 5-8p', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2015, 3, 19, 13, 57, 13, tzinfo=datetime.timezone.utc), 'followersCount': 503, 'friendsCount': 524, 'statusesCount': 1925, 'favouritesCount': 791, 'listedCount': 7, 'mediaCount': 263, 'location': '71 king street, london ontario', 'protected': False, 'linkUrl': 'http://www.zenZaPizzeria.ca', 'linkTcourl': 'https://t.co/OZJlwtjJcZ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/942819558792065024/TtQR8zb8_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3098019613/1474513850', 'label': None}",2019,"Margarita.  
@FroScoops is open the same hours!
.
We are a plant-based pizzeria with meat options.
.
Tuesdays 11am to 3pm
Wednesdays 11-3pm &amp; 5-9pm
Thursdays 11-3pm &amp; 5-9pm
Fridays 11-3pm &amp; 5-10pm
Saturdays 11-3pm &amp;… https://t.co/24LxR0R7pP"
"{'username': 'escerena1111', 'id': 837043286, 'displayname': 'Ceréna (she/they)', 'description': 'popstar from the 22nd century. co-founder of @reachclubq. my debut album ⓡⓔⓢⓤⓡⓡⓔⓒⓣⓘⓞⓝ out everywhere.', 'rawDescription': 'popstar from the 22nd century. co-founder of @reachclubq. my debut album ⓡⓔⓢⓤⓡⓡⓔⓒⓣⓘⓞⓝ out everywhere.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 9, 21, 5, 11, 21, tzinfo=datetime.timezone.utc), 'followersCount': 1620, 'friendsCount': 267, 'statusesCount': 4929, 'favouritesCount': 2841, 'listedCount': 10, 'mediaCount': 537, 'location': 'Toronto, Canada', 'protected': False, 'linkUrl': 'http://cerena.world', 'linkTcourl': 'https://t.co/dlyJz8wV1b', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1446156306490986497/YLYc-SZr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/837043286/1633625988', 'label': None}",2019,@LaMonicaBuzz bout plant based peak. 😒 the fact is @TimHortons took something so delicious and made it terrible. it’s just that people in BC and ON are more willing to eat a shit veggie burger than contribute to big meat &amp; climate change. 😠
"{'username': 'crystalluxmore', 'id': 17713064, 'displayname': 'crystalluxmore she/her', 'description': 'Co-founder @beersisters, Advanced Cicerone®, Editor @thegrowlerON, freelance beer writer, virtual beer tastings.', 'rawDescription': 'Co-founder @beersisters, Advanced Cicerone®, Editor @thegrowlerON, freelance beer writer, virtual beer tastings.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2008, 11, 28, 17, 12, 40, tzinfo=datetime.timezone.utc), 'followersCount': 12284, 'friendsCount': 3256, 'statusesCount': 15365, 'favouritesCount': 16833, 'listedCount': 271, 'mediaCount': 1852, 'location': 'Toronto', 'protected': False, 'linkUrl': 'http://beersisters.com', 'linkTcourl': 'https://t.co/0m9BlZfV3Y', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/696144242784088064/o1YaTU3r_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/17713064/1555939693', 'label': None}",2019,@Jason_Tremblay Thanks Jason — my husband and I are going plant based (allowing for fish and meat 3 x a week w our kids max) so this is very helpful
"{'username': 'Latitgo', 'id': 454945365, 'displayname': 'Latitgo', 'description': 'Founder @plantbasedecon\nResearcher @ plantbaseddata.org\nPresident @torontoveg\nDirector @vegfoodbank', 'rawDescription': 'Founder @plantbasedecon\nResearcher @ https://t.co/H2LQlo5U5z\nPresident @torontoveg\nDirector @vegfoodbank', 'descriptionUrls': [{'text': 'plantbaseddata.org', 'url': 'http://plantbaseddata.org', 'tcourl': 'https://t.co/H2LQlo5U5z', 'indices': (37, 60)}], 'verified': False, 'created': datetime.datetime(2012, 1, 4, 15, 25, 24, tzinfo=datetime.timezone.utc), 'followersCount': 355, 'friendsCount': 578, 'statusesCount': 4430, 'favouritesCount': 8630, 'listedCount': 2, 'mediaCount': 244, 'location': 'Toronto', 'protected': False, 'linkUrl': 'http://www.plantbaseddata.org', 'linkTcourl': 'https://t.co/6buZ6Y7lhm', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1268404078272491520/ccgQdchf_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/454945365/1587124221', 'label': None}",2019,"@StephHfitness @EleniMARDN To clarify: aside from those living in food deserts, I don't know of anywhere where it's cheaper to eat meat &amp; dairy than healthier, plant based alternatives like rice &amp; beans.  Also imagine reduced health care costs appeal where there's no socialized healthcare"
"{'username': 'thelittledagger', 'id': 244217923, 'displayname': 'Leojujumomo', 'description': 'Juventino since 1996, Raptors fan. Views are my own. WE MISS YOU Kobe&Gigi', 'rawDescription': 'Juventino since 1996, Raptors fan. Views are my own. WE MISS YOU Kobe&Gigi', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 1, 28, 20, 18, 58, tzinfo=datetime.timezone.utc), 'followersCount': 736, 'friendsCount': 1635, 'statusesCount': 35298, 'favouritesCount': 58663, 'listedCount': 26, 'mediaCount': 598, 'location': 'Toronto', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1339351374455255042/ZRQ6STou_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/244217923/1612295078', 'label': None}",2019,More plant based meat and burger please!s
"{'username': 'RUNNINSHARP', 'id': 22666214, 'displayname': 'STAZII', 'description': 'DEFENDER OF THE UNIVERSE....', 'rawDescription': 'DEFENDER OF THE UNIVERSE....', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 3, 3, 19, 44, 26, tzinfo=datetime.timezone.utc), 'followersCount': 71, 'friendsCount': 164, 'statusesCount': 4622, 'favouritesCount': 1032, 'listedCount': 1, 'mediaCount': 181, 'location': 'CHARLES VILLAGE 21218', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/572897083495211009/vaZ3dyeO_normal.jpeg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/22666214/1425424282', 'label': None}",2019,"Turkey Burg with tzatziki sauce, and mixed peppers, yellow squash and onions .. 

Flexitarian

A plant-based diet with the occasional meat item on the menu ( No red meat for me ). These… https://t.co/xkYvtFd6Rv"
"{'username': 'DavidPOLeary', 'id': 124181143, 'displayname': 'David Jack-O’Lantern 🎃', 'description': 'I tweet about impact investing, sustainability, and boxing. Founder of @KindWealth_ca + proud Dad of 2 girls. To get 🧠smarter about impact investing click 👇🏻', 'rawDescription': 'I tweet about impact investing, sustainability, and boxing. Founder of @KindWealth_ca + proud Dad of 2 girls. To get 🧠smarter about impact investing click 👇🏻', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2010, 3, 18, 14, 35, 13, tzinfo=datetime.timezone.utc), 'followersCount': 2292, 'friendsCount': 4997, 'statusesCount': 4957, 'favouritesCount': 14105, 'listedCount': 47, 'mediaCount': 308, 'location': 'Toronto, Ontario', 'protected': False, 'linkUrl': 'http://www.impactinvesting.how', 'linkTcourl': 'https://t.co/WwKl6ti6DH', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1364618636284067841/p15Dp9jI_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/124181143/1622129723', 'label': None}",2019,"@pbroos1 Not according to the sales of Beyond Meat. 

But I wouldn’t even concede they aren’t healthier. To the extent red meat is bad for us (some argue it’s linked to cancer and heart disease) then plant based alternatives loaded with fat and salt may still be healthier."
"{'username': 'IcePanda', 'id': 35412292, 'displayname': '🏳️\u200d🌈 Ice Panda 🐼', 'description': 'Gay, Veggie, Donkey and Agnostic', 'rawDescription': 'Gay, Veggie, Donkey and Agnostic', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 4, 26, 5, 32, 46, tzinfo=datetime.timezone.utc), 'followersCount': 77, 'friendsCount': 449, 'statusesCount': 39639, 'favouritesCount': 18682, 'listedCount': 9, 'mediaCount': 1783, 'location': 'West Virginia', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1417224832215879689/VwZzvNoT_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/35412292/1626725713', 'label': None}",2019,"Aww, and here I was going to give Plant-Based Investors some financial advice like suing American Farmers or American Cattlers $1,000 for each meat product created contains plant ingredients confusing consumers. I guess we just have to play nice until that agriculture war starts. https://t.co/lXnE3n6Jhp"
"{'username': 'taylorp_rose', 'id': 400852098, 'displayname': 'taylor rose', 'description': '1-800-273-TALK • she/her • fangirl, author, aspiring world changer, caffeine addict, former clevelander, still in my emo phase, & filled with sacred rage •', 'rawDescription': '1-800-273-TALK • she/her • fangirl, author, aspiring world changer, caffeine addict, former clevelander, still in my emo phase, & filled with sacred rage •', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 10, 29, 17, 31, 25, tzinfo=datetime.timezone.utc), 'followersCount': 858, 'friendsCount': 3212, 'statusesCount': 27435, 'favouritesCount': 82164, 'listedCount': 6, 'mediaCount': 961, 'location': 'Mansfield, OH', 'protected': False, 'linkUrl': 'https://linktr.ee/tayrose', 'linkTcourl': 'https://t.co/UUzOgCPx7C', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1436947601790808064/jKgECKmn_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/400852098/1631429849', 'label': None}",2019,there are so many benefits to eating plant based &amp; there are increasingly more available options for meat and dairy alternatives ... so I don’t understand some people who won’t even try to consume less animal products ??
"{'username': 'by_summerleigh', 'id': 363192288, 'displayname': 'Summer Leigh', 'description': 'Toronto exhibiting artist and photographer with 10+ years experience. #thepastisneverfarTO 📸 Lifelong veg, wannabe gemologist, and founder of @EnvisionTO 🌹', 'rawDescription': 'Toronto exhibiting artist and photographer with 10+ years experience. #thepastisneverfarTO 📸 Lifelong veg, wannabe gemologist, and founder of @EnvisionTO 🌹', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 8, 27, 17, 45, 9, tzinfo=datetime.timezone.utc), 'followersCount': 483, 'friendsCount': 939, 'statusesCount': 2490, 'favouritesCount': 7798, 'listedCount': 13, 'mediaCount': 709, 'location': '', 'protected': False, 'linkUrl': 'http://www.summerleigh.photography', 'linkTcourl': 'https://t.co/lGKOprIEO0', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/860234970949931009/3OLGJAHO_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/363192288/1493930979', 'label': None}",2019,"@ishat_reza @EdtheSock @KerrieNation Ed the Sock, if we’re waking people up to the realities of the world, we shouldn’t be promoting meat consumption... simple laws of thermodynamics show us that a plant based diet is the most effective way of personally helping combat climate change."
"{'username': 'Tyrone876', 'id': 22397378, 'displayname': 'Tyrone Hall', 'description': 'Global Nomad| #ClimateStrategy & Messaging| Savouring Moments| He/Him|👟🧘\u200d♂️😎#ClimateAction🌎', 'rawDescription': 'Global Nomad| #ClimateStrategy & Messaging| Savouring Moments| He/Him|👟🧘\u200d♂️😎#ClimateAction🌎', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 3, 1, 19, 41, 35, tzinfo=datetime.timezone.utc), 'followersCount': 1496, 'friendsCount': 473, 'statusesCount': 88007, 'favouritesCount': 4444, 'listedCount': 55, 'mediaCount': 1573, 'location': 'Toronto, Ontario', 'protected': False, 'linkUrl': 'https://tyronehall.com/', 'linkTcourl': 'https://t.co/I9uCt3gHPs', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1303028363355811842/QYqMkgDI_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/22397378/1599502761', 'label': None}",2019,"Sure - the whole idea of plant-based meat is gimmicky but it can be done right. 

It is snobbery to rubbish it altogether without noting the op it gives low income folks to access marginally(?) better (fast) food &amp; entirely ignore broader systemic issues around food access."
